r	P	Q	rho
0.00011229911665142444	0.0006374889383093963	0.002640073266628384	7.376378999632708e-06
0.00011586387327307988	0.0006564966971357184	0.002714893055144965	7.801632214224469e-06
0.00011954178741681164	0.0006760974082333858	0.0027918199829921747	8.251366522854328e-06
0.0001233364510879546	0.0006963110866979236	0.0028709125821091506	8.726988183571074e-06
0.0001272515703143327	0.0007171585067847169	0.002952230960514873	9.229983968076254e-06
0.0001312909687657213	0.000738661234932853	0.0030358368416525086	9.761925749127206e-06
0.00013545859148820353	0.0007608416643713731	0.003121793604522233	1.0324475347479316e-05
0.00013975850875706805	0.0007837230513282014	0.0032101663246406407	1.0919389653039986e-05
0.00014419492005201057	0.0008073295533596836	0.0033010218156942096	1.1548526035417042e-05
0.00014877215815852206	0.0008316862691940692	0.0033944286720879254	1.2213848060258547e-05
0.000153494693399469	0.0008568192808159427	0.003490457312211273	1.2917431528347093e-05
0.00015836713800099816	0.0008827556975348566	0.0035891800225219287	1.3661470855600764e-05
0.00016339425059703046	0.0009095237023048367	0.003690671002400445	1.4448285813013801e-05
0.00016858094087674253	0.000937152600364376	0.003795006409780896	1.5280328646647798e-05
0.00017393227437957506	0.000965672870332973	0.0039022644075488106	1.6160191598919393e-05
0.00017945347744245167	0.0009951162178944534	0.0040125252106959775	1.709061485358736e-05
0.00018514994230403844	0.0010255156322067395	0.004125871134220345	1.807449492809306e-05
0.0001910272323710309	0.0010569054451849604	0.004242386641756649	1.9114893538216874e-05
0.00019709108765161032	0.0010893213938129513	0.004362158394921006	2.0215046961398402e-05
0.00020334743036137676	0.0011228006856466612	0.004485275303349991	2.1378375926529968e-05
0.00020980237070723328	0.0011573820676819462	0.0046118285754118814	2.260849605957732e-05
0.0002164622128548708	0.0011931058987686342	0.004741911769564654	2.39092289160123e-05
0.00022333346108568047	0.0012300142257626896	0.004875620846332026	2.528461363276601e-05
0.00023042282614910823	0.0012681508636187382	0.005013054220865265	2.6738919234232e-05
0.00023773723181665427	0.001307561479636218	0.005154312816054719	2.8276657628774382e-05
0.000245283821643919	0.0013482936820839943	0.005299500116150936	2.9902597334231394e-05
0.0002530699659472991	0.0013903971134404515	0.005448722220850894	3.1621777973057836e-05
0.00026110326900214824	0.001433923548498881	0.005602087899800207	3.343952558002752e-05
0.00026939157646943123	0.0014789269976014548	0.0057597086474572125	3.536146876782785e-05
0.0002779429830581261	0.00152546381527923	0.005921698738259527	3.7393555798430736e-05
0.0002867658404308564	0.0015735928145905046	0.006088175282027982	3.9542072610827366e-05
0.0002958687653604757	0.0016233753874654807	0.006259258279536842	4.18136618585792e-05
0.0003052606481455696	0.001674875631381604	0.0064350706781727204	4.421534301367424e-05
0.0003149506612930947	0.0017281604827111823	0.006615738427597788	4.67545335963986e-05
0.00032494826847663327	0.0017832998571009758	0.006801390535325519	4.943907159435191e-05
0.00033526323377901484	0.001840366797262424	0.006992159122109493	5.227723913736495e-05
0.000345905631228329	0.0018994376285710764	0.007188179477037436	5.52777874989339e-05
0.0003568858546366442	0.001960592122894641	0.007389590112213949	5.8449963498886675e-05
0.0003682146277510407	0.0020239136710909337	0.007596532816905987	6.180353738635839e-05
