r	P
0.0003052606481455696	0.01953559808418919
0.00032494826847663327	0.020770858288710368
0.000345905631228329	0.02208252500778021
0.0003682146277510407	0.023475096956020125
0.0003919624309334851	0.02495330690463895
0.00041724183583266913	0.02652212952289944
0.00044415162227259136	0.028186788803037655
0.00047279694082855167	0.029952764927797325
0.0005032897237053083	0.0318258004172664
0.0005357491221146012	0.03381190536634567
0.0005703019718611005	0.03591736155563684
0.0006070832889560706	0.03814872518648255
0.0006462367971953668	0.04051282795497266
0.0006879154897632925	0.04301677613957995
0.0007322822270567903	0.04566794733231696
0.000779510373065983	0.04847398439351287
0.0008297844727977324	0.05144278615508488
0.0008833009733892633	0.05458249433611313
0.0009402689917296224	0.057901476067219695
0.0010009111315884658	0.06140830134632158
0.0010654643534451262	0.0651117146674332
0.0011341809004168366	0.06902059997605399
0.001207329283904191	0.0731439380090954
0.0012851953328052786	0.07749075497419926
0.0013680833103983134	0.08207006141275751
0.0014563171032570064	0.08689077997324665
0.0015502414868443916	0.09196166069719107
0.0016502234727304385	0.09729118229006045
0.001756653742697739	0.1028874377149932
0.0018699481753390625	0.1087580023102588
0.001990549471111993	0.1149097824942982
0.0021189288822005934	0.1213488429882689
0.0022555880539435447	0.1280802103594561
0.0024010609850242206	0.1351076505750193
0.002555916114082141	0.1424334181609607
0.002720758540899307	0.1500579744941606
0.0028962323908407524	0.1579796727258668
0.0030830233317884048	0.1661944068553332
0.0032818612534032342	0.1746952225569893
0.003493523119184964	0.1834718875309752
0.0037188360024738303	0.1925104194155827
0.003958680318257636	0.2017925696950784
0.00421399326341244	0.211295262585257
0.004485772478819731	0.2209899886137192
0.004775079947669835	0.2308421535683317
0.005083046145184321	0.240810384706107
0.005410874455972496	0.2508457976405638
0.005759845876282909	0.2608912292073257
0.006131324019524039	0.2708804438974237
0.006526760444613316	0.2807373242001029
0.00694770032797514	0.2903750584672227
0.0073957885013513315	0.2996953437535959
0.00787277587901691	0.3085876255512448
0.008380526299515682	0.3169284014614701
0.008921023808649838	0.3245806216636546
0.009496380412182048	0.331393225550073
0.010108844328543892	0.3372008610783993
0.0107608087737982	0.3418238411853764
0.011454821313182872	0.3450683998910422
0.012193593815777363	0.3467273193210494
0.012980013051190082	0.3465810075186453
0.01381715196967334	0.344399115238457
0.014708281709743256	0.3399427874172824
0.015656884380224598	0.3329676510624592
0.016666666666666666	0.32322764507699
0.017741574315297656	0.3104797980552501
0.018885807551113774	0.2944900561322244
0.02010383749034968	0.2750402531406559
0.02140042361146236	0.2519362980068353
0.022780632352896606	0.2250176277011649
0.024249856910303357	0.1941679362318173
0.025813838310568885	0.1593271391704868
0.027478687845002136	0.1205044671677045
0.029250910949338307	0.07779249927917276
0.031137432623870368	0.03138184665024015
0.0331456244930382	-0.018423920984899665
0.03528333361021125	-0.07119364838602445
0.03755891312022015	-0.126354958774854
0.03998125489945163	-0.1831824581431201
0.04255982430104878	-0.2407887894240011
0.04530469714098408	-0.2981196978418067
0.04822659906952935	-0.3539543990090549
0.05133694748196718	-0.40691263374151
0.054647896132311226	-0.455469829026131
0.058172382624364014	-0.4979817418629335
0.061924178965685056	-0.5327198193663935
0.06591794538200961	-0.5579182422150791
0.07016928760239934	-0.5718332086886104
0.07469481783896774	-0.5728144462996116
0.07951221969946003	-0.5593881968115985
0.08464031728633468	-0.5303500069511722
0.09009914875235278	-0.4848645833995115
0.09591004460009551	-0.4225687671053328
0.1020957110313664	-0.3436724035785653
0.1086803186721685	-0.2490506187359567
0.1156895970199505	-0.1403198768009658
0.1231509349821775	-0.019889358503070168
0.1310934878990815	0.1090211530097263
0.1395482914687877	0.2424053479388307
0.1485483830199789	0.3755436705486369
0.1581289306059754	0.5031308116921003
0.1683273704246675	0.6194591562665924
0.1791835531012725	0.7186557706887156
0.1907398994055186	0.7949657603937331
0.2030415660117245	0.8430699103361577
0.2161366219494855	0.858419945555698
0.2300762364344515	0.8375709864194956
0.244914878813149	0.7784881724000019
0.2607105314031362	0.6808031691302298
