r	P
0.00027336774460797283	0.021464881312497013
0.0002909984493820596	0.022822130750612967
0.00030976623692089165	0.02426333193673415
0.00032974444276212604	0.025793427763677927
0.0003510111321792404	0.027417618274284825
0.00037364940522328574	0.029141369272932056
0.0003977477214381416	0.03097042047848412
0.000423400245518106	0.032910793063759256
0.00045070721525848503	0.0349687964018611
0.00047977533323695625	0.03715103381182212
0.0005107181837562094	0.03946440706459554
0.0005436566766770781	0.041916119375153646
0.0005787195198764479	0.04451367656691544
0.0006160437221760829	0.04726488605052864
0.0006557751287075734	0.050177853209740095
0.0006980689908053579	0.05326097473226296
0.0007430905726546859	0.05652292836273384
0.0007910157970650118	0.05997265848759606
0.0008420319328921994	0.06361935688759819
0.000896338326795641	0.06747243791214055
0.0009541471821896653	0.07154150724055644
0.001015684388432988	0.07583632329826044
0.0010811904034962903	0.0803667502903133
0.001150921193556966	0.08514270170124853
0.0012251492331925194	0.09017407298805363
0.0013041645700809011	0.09547066206331246
0.001388275958368112	0.1010420760282831
0.0014778120651317355	0.1068976224720826
0.0015731227546546915	0.1130461835045965
0.0016745804555275184	0.1194960705392468
0.0017825816159211885	0.1262548576900243
0.0018975482527169487	0.1333291914988118
0.0020199296005464582	0.1407245745685745
0.0021502038671858694	0.1484451205513279
0.0022888801021631114	0.1564932778342211
0.002436500185879976	0.1648695191916426
0.0025936409470215687	0.1735719946370457
0.0027609164165269297	0.1825961447286401
0.002938980226928269	0.1919342716743209
0.003128528166434296	0.2015750657624465
0.0033303008977377583	0.2115030849389781
0.0035450868521710167	0.2216981857846126
0.003773725310518604	0.2321349047486057
0.004017109682525132	0.2427817893043192
0.004276190997913285	0.2536006797452254
0.004551981622553124	0.2645459436842289
0.004845559214303728	0.2755636670036225
0.005158070933984694	0.2865908070823367
0.005490737927931975	0.297554316659765
0.005844860099653716	0.308370249742701
0.006221821189231469	0.3189428645861556
0.006623094180314625	0.3291637430412144
0.00705024705583604	0.3389109505199728
0.007504948924939416	0.3480482665261815
0.007988976545059555	0.3564245221724351
0.008504221264640642	0.3638730883598111
0.009052696413621395	0.3702115663106392
0.009636545170565553	0.3752417408525685
0.010258048937178688	0.3787498661270511
0.010919636252934952	0.3805073630379295
0.011623892284647832	0.3802720174718248
0.012373568928065678	0.3777897777014892
0.013171595560964111	0.3727972578759393
0.01402109048975337	0.3650250613916187
0.014925373134328358	0.3542020423204329
0.01588797699877402	0.3400606238227298
0.016912663478609348	0.3223432882424668
0.0180034365585221	0.3008103427726279
0.01916455845802599	0.2752490453589586
0.020400566286176064	0.2454841458378418
