r	P
0.0002318435302371415	1.5441874921133214e-07
0.0002467961532733923	1.861912675781765e-07
0.0002627131376417689	2.2449546219635122e-07
0.0002796566793045879	2.70672475631543e-07
0.00029769298551910264	3.2633836812914585e-07
0.0003168925335437993	3.934403425971274e-07
0.0003373303460298163	4.743244317597941e-07
0.00035908628417358353	5.718169737576031e-07
0.00038224535977618353	6.893226716702053e-07
0.00040689806742881106	8.309425954179371e-07
0.0004331407381223549	1.0016161597824735e-06
0.0004610759156628384	1.2072919219810648e-06
0.0004908127573635697	1.4551330126944429e-06
0.0005224674605797158	1.7537641771106592e-06
0.0005561637167519928	2.1135687948310635e-06
0.000592033194733658	2.5470459139219127e-06
0.000630216055289417	3.0692393279209893e-06
0.0006708614987766557	3.6982531080817344e-06
0.0007141283481490804	4.4558708511147215e-06
0.00076018566956086	5.368299303490848e-06
0.0008092134329962982	6.467061081493632e-06
0.0008614032155064582	7.790066045088081e-06
0.0009169589498006512	9.382896648902671e-06
0.0009760977211179329	1.1300349456624023e-05
0.0010390506154923898	1.3608283167342324e-05
0.0011060636227268404	1.638583320013404e-05
0.0011773985976033354	1.9728064392903758e-05
0.001253334283086409	2.374914701594453e-05
0.00133416739951727	2.858615745547073e-05
0.001420213804054984	3.4403624023475765e-05
0.0015118097248951851	4.139896090187779e-05
0.001609313075089058	4.9808959811987066e-05
0.001713104851096363	5.9917540281387536e-05
0.0018235906215373831	7.206499612040333e-05
0.00194120211196112	8.665901878359771e-05
0.0020663988918222585	0.00010418782865335
0.002199670170258799	0.00012523580403473846
0.002341536707687396	0.0001505020660066947
0.0024925528506860007	0.00018082255656688568
0.002653308698115162	0.00021719623918415784
0.0028244324069421497	0.00026081615647916424
0.0030065926467779517	0.00031310620091115366
0.0032005012127183097	0.00037576459270971914
0.00340691580669853	0.0004508152164794216
0.0036266429982302543	0.0005406681454326505
0.0038605413760893575	0.0006481908813469884
0.004109524903270249	0.0007767920599757722
0.004374566488316133	0.0009305196160301628
0.004656701786980283	0.001114175668370501
0.004957033249073405	0.0013334506728126508
0.005276734426310233	0.0015950796933781935
0.005617054557988352	0.0019070239570171856
0.005979323452417908	0.0022786811729361323
0.006364956683176467	0.002721128402939938
0.006775461120493547	0.003247401546012286
0.007212440819378773	0.003872815724946208
0.00767760328750169	0.004615331003851913
0.00817276615731509	0.005495967882246982
0.008699864288493318	0.0065392768525488875
0.009260957328438504	0.007773865908463573
0.00985823776039753	0.009232989172194018
0.01049403947063798	0.010955198671619173
0.011170846868159437	0.012985059628691032
0.011891304592575643	0.01537392728105599
0.012658227848101266	0.018180780093373324
0.013474613404023537	0.021473100046184367
0.014343651304643372	0.0253277853247336
0.015268737334442794	0.02983207396285376
0.0162534862871866	0.035084448621080226
0.01730174609080755	0.041195482499214016
0.018417612843268368	0.04828857424008585
0.019605446818153585	0.05650050547214135
0.020869889502533268	0.06598173835873831
0.022215881733674663	0.07689635230778062
0.02364868300547117	0.08942149917740441
0.025173892020029013	0.1037462354796677
0.026797468564717403	0.1200695691475462
0.0285257568001672	0.1385975387001776
0.030365510050216434	0.1595391258912338
0.03232391719066996	0.1831007914538155
0.034408630739987914	0.2094794202268545
0.036627796761667865	0.2388534702080746
0.038990086695164954	0.2713721439297436
0.04150473123973005	0.307142444480797
0.044181556423567615	0.3462140473275302
0.04703102199925448	0.3885620177483457
0.050064262315450345	0.434067536884856
0.053293129824607086	0.4824969710476616
0.05673024139668436	0.5334798314203609
0.06038902761984307	0.5864864245626897
0.06428378528076052	0.6408062840976576
0.06842973322963503	0.6955287910358114
0.07284307184817379	0.7495277171534241
0.07754104635293653	0.8014517361147495
0.08254201418139383	0.8497232034012169
0.0878655167240131	0.8925476609285719
0.09353235568266646	0.9279365199040494
0.0995646743537328	0.9537451580714268
0.1059860441535096	0.9677281836436964
0.1128215567240346	0.9676128344358148
0.1200979219792218	0.9511903928127318
0.127843572474431	0.916424138280772
0.1360887745072956	0.8615708013470547
0.1448657463839382	0.7853108257177714
0.1542087843127021	0.6868811048052763
0.1641543964173308	0.5662023407887178
0.1747414453932543	0.4239918725573919
0.1860113003644169	0.2618518201914041
0.1980079985340274	0.08232181550039688
0.2107784172608878	-0.1111143731747934
0.2243724572336916	-0.3140780477709498
0.2388432374590491	-0.5214080463226316
0.2542473028251603	-0.727339872585792
0.2706448450521942	-0.9257489707040945
0.2880999378927434	-1.110448081278152
0.3066807875014048	-1.2755203590286706
0.3264599989518109	-1.4156624816467869
0.3475148599425328	-1.5265071538496904
0.3699276428004422	-1.6048937836502186
0.3937859259616159	-1.6490603973956703
0.4191829361859786	-1.6587385306390752
0.4462179128428929	-1.6351441374725149
0.4749964956911519	-1.5808690761224422
0.5056311376686321	-1.4996871730876404
0.5382415443045921	-1.396294870032946
