r	P
2.9991648932029737	-0.5387373194006913
3.1925944101955395	-0.5505238609532086
3.398499059225283	-0.5536650032979465
3.617683417182872	-0.5484595224481754
3.8510039517101937	-0.5354298775837032
4.099372367866281	-0.5152980861165097
4.3637591706346415	-0.488955489564899
4.64519745719257	-0.4574275618410295
4.944786953760821	-0.4218349945940859
5.263698312807716	-0.3833522979886742
5.603177687399099	-0.3431651515531982
5.9645516005685275	-0.3024277951221072
6.349232128734847	-0.2622218987794339
6.758722419421489	-0.2235185773180842
7.194622564838083	-0.1871454496224946
7.658635854275538	-0.1537607777355739
8.152575429745955	-0.123836635118393
8.678371370874457	-0.09765265736257597
9.238078236727247	-0.0753011927515399
9.833883094045824	-0.05670365046587265
10.468114063257795	-0.04163668039206094
11.14324941565804	-0.02976570875137632
