r	P
0.00025438387345464136	0.0022615830913391686
0.00027079022373052773	0.002404585398928973
0.0002882546926902742	0.002556432971365185
0.00030684552312586726	0.0027176465885656847
0.0003266353591112376	0.0028887741215448477
0.0003477015298605576	0.0030703914391797533
0.00037012635189382617	0.003263103266548301
0.00039399745069045966	0.003467543978493881
0.00041940810308775694	0.0036843783094612985
0.0004464576017621676	0.003914301957703435
0.00047525164321758374	0.004158042058642466
0.0005059027407967255	0.004416357498444864
0.0005385306643294724	0.004690039034695024
0.0005732629081360769	0.004979909186385027
0.0006102351892139919	0.005286821850231957
0.0006495919775549859	0.005611661594542872
0.000691487060664777	0.0059553425754221775
0.0007360841444910528	0.006318807013008934
0.0007835574931080188	0.006703023157594762
0.0008340926096570547	0.007108982666861597
0.0008878869612042718	0.007537697306051707
0.0009451507503473638	0.00799019487260599
0.0010061077365868258	0.008467514235656394
0.0010709961106710657	0.008970699368723228
0.0011400694253319275	0.009500792241055312
0.0012135975860475053	0.01005882441929172
0.0012918679057036596	0.010645807216579052
0.0013751862272753652	0.011262720211049078
0.0014638781189147824	0.011910497939796608
0.0015582901461158852	0.012590014558407026
0.0016587912259266614	0.013302066239950325
0.0017657740685004942	0.014047351071559154
0.0018796567116196208	0.014826446191725686
0.002000884154186851	0.01563978189790149
0.002129930095068451	0.01648761244263736
0.002267298784082756	0.017369983228310563
0.0024135269923672934	0.018286694106626904
0.0025691861098236703	0.019237258490973897
0.0027348843778360284	0.020220857999048637
0.0029112692659874696	0.021236292362026128
0.003099030002061525	0.02228192436727781
0.003298900265214696	0.023355619647115303
0.003511661052843701	0.02445468118949454
0.003738143732349776	0.02557577853183374
0.0039792332897248634	0.026714871710357063
0.004235871787653601	0.02786713017949584
0.0045090620466437465	0.02902684709421179
0.0047998715635690905	0.03018734956851427
0.005109436682936699	0.031340905792226925
0.005438967037177764	0.03247863021185366
0.005789750273312616	0.03359038836698448
0.006163157084459443	0.03466470342776436
0.006560646565847425	0.035688667007752896
0.006983771916263069	0.03664785743534212
0.007434186507208199	0.03752626935951225
0.007913650343485042	0.0383062593434783
0.008424036940453242	0.0389685129607044
0.008967340644831833	0.03949203984520877
0.009545684427652391	0.03985420414924914
0.01016132817981447	0.04003079890561857
0.0108166775426584	0.03999617384805383
0.011514293308061117	0.03972342726837667
0.012256901424786047	0.03918467342451372
0.013047403650187164	0.03835139778310914
0.013888888888888888	0.03719491288682798
0.014784645262748046	0.03568692775891561
0.015738172959261477	0.03380024334958639
0.016753197908624732	0.03150958541679131
0.017833686342885298	0.028792584217354426
0.018983860294080505	0.025630907238522453
0.02020821409191946	0.02201154668101724
0.021511531925474076	0.017928257260455886
0.022898906537501776	0.013383131879033117
0.02437575912444859	0.008388292617400454
0.025947860519891976	0.0029676621507052883
0.027621353744198496	-0.002841233956284554
0.029402778008509368	-0.008985500486389809
0.03129909426685012	-0.01539522654967816
0.0333177124162097	-0.02198206570385042
0.03546652025087398	-0.02863816833104228
0.0377539142841534	-0.035235612402416835
0.040188832557941125	-0.04162649643374111
0.04278078956830599	-0.047643871691518895
0.045539913443592685	-0.05310369706135688
0.04847698552030336	-0.05780799658317245
0.05160348247140423	-0.06154938336735401
0.05493162115167469	-0.06411708118729369
0.058474406335332775	-0.06530452333944163
0.06224568153247312	-0.06491853458078639
0.06626018308288337	-0.062790004037983
0.07053359773861224	-0.05878583409355738
0.07508262396029398	-0.0528218034052725
0.07992503716674626	-0.044875815066889806
0.08507975919280536	-0.03500082072335775
0.09056693222680713	-0.02333653002340652
0.09640799751662547	-0.010118849271673032
0.1026257791518145	0.004314133804650519
0.1092445732492346	0.01952086332476157
0.1162902428906564	0.03496093634687812
0.1237903191833157	0.05000668416207397
0.1317741088383128	0.06396246563964428
0.1402728086872229	0.07609197441860256
0.1493196275843938	0.08565327430306582
0.1589499161712655	0.0919405848789358
0.1692013050097704	0.09433109220477444
0.1801138516245713	0.09233431808453249
0.1917301970287096	0.08564090816191465
0.2040957323442908	0.07416715116325717
0.2172587761692801	0.05809117151635183
0.2312707633834742	0.03787660151233638
0.2461864461314117	0.014279710279091614
0.2620641077675678	-0.011663457474611068
0.2789657905998287	-0.03867228994742168
0.2969575383211575	-0.06527983566594084
0.3161096540767601	-0.08991245588900698
0.3364969751751524	-0.1109866429025305
0.3581991655165703	-0.1270160614500666
0.3813010268813902	-0.136719708607829
0.4058928302949297	-0.1391210159736577
0.4320706687634397	-0.1336281434789888
0.4599368327596154	-0.12008770255632
0.4896002099248408	-0.09880734607083744
0.5211767105500139	-0.07054638108593178
0.5547897204975268	-0.03647698260698935
0.5905705833342053	0.001878954703687364
0.6286591135591495	0.04273109968983742
0.6692041429319279	0.08411383361585889
0.7123641020359126	0.1239856568295311
0.7583076393492255	0.1603300539778068
0.8072142802423331	0.1912535418638651
0.8592751284773316	0.2150767095991288
0.9146936129500512	0.2304138681402268
0.9736862825928868	0.2362368283250095
1.0364836525444572	0.2319187279588722
1.1033311048925185	0.2172549784394544
1.1744898475098056	0.1924602736320311
1.2502379347294696	0.1581428908536408
1.3308713538484287	0.1152597328960314
1.4167051817041625	0.06505722148879083
1.5080748158443	0.009003922763778652
1.6053372850998286	-0.05127941891689359
1.7088726446830076	-0.1140877723522709
1.8190854612613692	-0.1776944442964668
1.936406393810766	-0.2404067902297532
2.061293876424675	-0.3006146417673714
2.1942359096553807	-0.3568318896366844
2.3357519673867424	-0.4077319519766802
2.486395026689676	-0.452177718277468
2.646753728592083	-0.4892461622808896
2.817454678206457	-0.5182473616076076
